# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = peng_model
# start_datetime = 2025-05-15 10:16:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 5000
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/admin/AppData/Local/Temp/Rtmp2PZJw8/standata-69c58b2fbe.json
# init = 2 (Default)
# random
#   seed = 619260806
# output
#   file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/sampling-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/peng-profile-2.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --name=peng_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B.1.1,B.2.1,B.3.1,B.1.2,B.2.2,B.3.2,a,sigma
694.546,1,0.0126565,8,255,0,-693.003,0.871956,0.825251,1.12494,1.02197,0.881615,1.24562,0.0911717,0.077418
692.2,0.997864,0.012687,6,95,0,-688.734,0.884838,0.853433,1.12535,1.03802,0.941026,1.26158,0.0883827,0.0790278
691.874,0.998902,0.0127022,7,191,0,-687.855,0.868958,0.815045,1.13054,1.03647,0.882272,1.26462,0.0911467,0.0719348
690.673,0.990749,0.0127248,6,63,0,-687.037,0.875856,0.847916,1.11568,1.00831,0.914794,1.246,0.0905336,0.0699527
692.426,0.998735,0.0126885,7,191,0,-684.308,0.876876,0.831991,1.13635,1.03525,0.925682,1.26712,0.0876608,0.0809944
692.837,0.99916,0.0127099,7,191,0,-685.725,0.872322,0.840878,1.10875,1.02675,0.869684,1.24574,0.0922073,0.0747444
691.291,0.987052,0.0127344,4,15,0,-690.449,0.871823,0.841902,1.1079,1.02804,0.867881,1.24504,0.0912427,0.0747878
692.724,0.998562,0.0126714,7,255,0,-685.498,0.910692,0.87519,1.14533,1.05922,0.928707,1.28655,0.0851034,0.0728787
693.415,0.995462,0.0126915,5,31,0,-689.088,0.894537,0.871191,1.15474,1.06428,0.932037,1.28828,0.0818678,0.0732368
693.218,0.999745,0.0126892,8,511,0,-690.426,0.827468,0.786821,1.0761,0.984524,0.844061,1.20647,0.103274,0.0772399
691.272,0.992456,0.0127178,5,31,0,-685.871,0.825363,0.77968,1.09574,0.988034,0.849208,1.19262,0.0991329,0.0771528
692.356,0.991097,0.0126938,6,63,0,-686.149,0.824595,0.795067,1.08552,0.971989,0.862586,1.20183,0.102642,0.0768756
690.459,0.99123,0.0126601,7,191,0,-686.212,0.822935,0.797329,1.07153,0.988578,0.874655,1.20712,0.102339,0.0728618
692.162,0.999647,0.0126275,6,127,0,-686.754,0.859656,0.794153,1.103,0.994309,0.842161,1.22201,0.0966561,0.0742938
694.237,0.999603,0.0126552,5,63,0,-689.773,0.845184,0.802342,1.10152,0.988679,0.856951,1.23058,0.0979623,0.0745444
694.904,0.999909,0.0126826,6,127,0,-692.161,0.853701,0.806451,1.09403,1.01144,0.882116,1.21229,0.096615,0.0728332
694.638,0.999753,0.0127122,6,127,0,-693.467,0.852826,0.810558,1.10009,0.991925,0.853385,1.225,0.0974474,0.0725697
695.21,0.99825,0.0127408,5,31,0,-693.16,0.84432,0.795297,1.09405,1.00442,0.876607,1.20905,0.0984798,0.0725391
693.089,0.989057,0.0127585,9,639,0,-687.383,0.96505,0.94328,1.23857,1.11962,1.03409,1.37999,0.0676225,0.0777987
693.674,0.998126,0.01271,7,175,0,-690.859,0.997832,0.982532,1.27816,1.16565,1.06436,1.41808,0.0587674,0.0731626
694.397,0.992228,0.0127267,9,767,0,-688.689,0.772365,0.717007,1.01251,0.920558,0.776907,1.1238,0.116808,0.0710322
693.918,0.998839,0.0127011,7,223,0,-691.935,0.757561,0.69719,0.986343,0.916003,0.758546,1.10297,0.120628,0.074383
693.01,0.999135,0.0127229,6,63,0,-692.12,0.756647,0.674087,0.981615,0.907925,0.757445,1.0961,0.121185,0.0739446
693.614,0.998109,0.0127469,5,31,0,-691.246,0.752815,0.699709,0.982244,0.897421,0.750906,1.09251,0.121228,0.0742831
692.302,0.998748,0.0127636,6,63,0,-690.898,0.757112,0.682876,0.996031,0.911708,0.737637,1.08336,0.121825,0.0755825
694.283,0.998661,0.0127848,7,191,0,-688.189,0.795754,0.727117,1.04253,0.951269,0.792583,1.15189,0.110989,0.0768692
694.221,0.998683,0.0128054,9,607,0,-691.886,0.977347,0.965297,1.25001,1.1265,1.0257,1.37705,0.065205,0.0734814
693.891,0.997365,0.0128262,7,223,0,-692.052,0.952411,0.932323,1.22787,1.11608,1.03028,1.36651,0.0675687,0.0776989
694.163,0.997977,0.0128374,7,191,0,-689.846,0.959346,0.953229,1.23761,1.12521,1.02739,1.38569,0.0667368,0.0734188
694.311,0.999253,0.0128531,9,543,0,-690.298,0.757774,0.69003,0.977726,0.897617,0.750455,1.09862,0.121788,0.0741954
693.673,0.998421,0.012878,6,127,0,-692.777,0.74487,0.676226,0.97984,0.892142,0.720502,1.07729,0.125376,0.0741246
693.504,0.997581,0.0128969,6,127,0,-690.01,0.749998,0.667696,0.976426,0.889029,0.732178,1.09037,0.123565,0.0720263
694.018,0.99218,0.0129097,7,255,0,-687.626,0.80685,0.748852,1.06115,0.965088,0.823666,1.16743,0.107415,0.0784386
692.714,0.998434,0.0128833,8,255,0,-691.22,0.828412,0.777464,1.0569,0.964532,0.822325,1.18512,0.105655,0.08006
693.173,0.99757,0.0129022,7,127,0,-688.4,0.818039,0.751974,1.04271,0.966857,0.800705,1.17325,0.107602,0.078041
692.12,0.998354,0.0129149,9,671,0,-690.624,0.941486,0.92431,1.19925,1.10694,1.01572,1.32539,0.0732722,0.0723073
689.227,0.997377,0.0129333,5,31,0,-686.132,0.938242,0.904059,1.23928,1.08827,0.994241,1.34848,0.0724415,0.0717015
694.915,0.999223,0.0129445,5,31,0,-687.314,0.940299,0.917717,1.21145,1.10275,0.979787,1.33264,0.0735518,0.0715685
694.308,0.992885,0.0129692,5,31,0,-690.832,0.94661,0.907608,1.21088,1.09618,1.00153,1.34866,0.0716355,0.0713061
694.658,0.999894,0.0129478,8,511,0,-690.627,0.90745,0.850434,1.16147,1.05451,0.950107,1.29545,0.0829754,0.0746286
695.881,0.99799,0.0129773,5,31,0,-693.758,0.900064,0.871734,1.15511,1.05289,0.941093,1.28126,0.084857,0.0746265
695.251,0.999102,0.012993,7,191,0,-692.131,0.896405,0.880568,1.1512,1.05256,0.940942,1.27978,0.0838906,0.0754616
695.627,0.999972,0.0130168,5,31,0,-694.677,0.888961,0.871587,1.1536,1.05243,0.938832,1.28601,0.0848499,0.075408
694.956,0.999268,0.013047,5,31,0,-694.117,0.904145,0.863608,1.15548,1.03905,0.937271,1.2784,0.0852527,0.075146
695.017,0.999618,0.013072,8,287,0,-691.056,0.951626,0.931833,1.22207,1.10084,1.01638,1.34628,0.0709433,0.0738
692.616,0.975988,0.0130997,9,639,0,-689.778,0.87388,0.822803,1.11305,1.01884,0.910299,1.2338,0.0907034,0.0757307
691.468,0.999534,0.0129549,9,511,0,-688.177,0.744319,0.675007,0.9694,0.879511,0.740875,1.08768,0.123249,0.0725761
693.795,0.999798,0.0129817,7,159,0,-689.288,0.774947,0.709792,1.01116,0.91452,0.779785,1.11242,0.117535,0.0772749
693.211,0.999237,0.0130104,8,287,0,-690.38,0.767833,0.694247,0.987211,0.896895,0.76319,1.10014,0.120955,0.072239
690.73,0.994771,0.0130351,5,31,0,-687.914,0.761291,0.703538,0.980256,0.924408,0.742595,1.11893,0.11962,0.0722559
693.211,0.999523,0.0130272,5,63,0,-688.06,0.773564,0.685735,1.00483,0.912972,0.763777,1.11264,0.119129,0.0714889
693.243,0.996914,0.013054,9,511,0,-688.411,0.77776,0.74604,1.01822,0.936223,0.784487,1.14785,0.113199,0.0732614
690.244,0.985945,0.0130617,5,63,0,-685.883,0.774065,0.74325,1.0098,0.930277,0.794441,1.11932,0.113857,0.0721067
693.189,0.999475,0.0129897,8,479,0,-687.379,0.860457,0.83368,1.11328,1.0013,0.880317,1.23556,0.0957346,0.0776037
692.081,0.999443,0.013016,8,383,0,-687.496,0.913528,0.899656,1.16902,1.06573,0.970509,1.29857,0.0787738,0.0796101
693.857,0.996977,0.0130421,8,447,0,-689.125,0.863752,0.821905,1.11969,1.02303,0.87483,1.24619,0.0944751,0.0733149
693.44,0.998051,0.0130502,8,511,0,-690.691,0.815274,0.753333,1.05414,0.958059,0.83233,1.17611,0.108364,0.0738567
692.91,0.992545,0.0130662,5,63,0,-687.819,0.819975,0.772627,1.05386,0.971741,0.797238,1.17944,0.10645,0.074524
693.253,0.998319,0.0130421,8,319,0,-688.635,0.862618,0.804345,1.09828,0.996136,0.850851,1.21392,0.0970569,0.0713835
693.701,0.983359,0.0130599,8,447,0,-688.591,0.831795,0.771139,1.0543,0.97889,0.820156,1.18838,0.103551,0.0754743
694.297,0.999094,0.0129693,5,31,0,-690.763,0.831387,0.782243,1.0683,0.966517,0.82173,1.18967,0.103202,0.0756993
690.73,0.997282,0.0129927,5,31,0,-689.404,0.822384,0.783235,1.08521,0.984948,0.80906,1.17601,0.104054,0.0758201
693.742,0.996281,0.013003,5,63,0,-687.271,0.82895,0.789377,1.07943,0.969634,0.824421,1.1967,0.101931,0.0750801
694.194,0.999091,0.013006,7,159,0,-688.696,0.849633,0.794549,1.07889,0.986949,0.845998,1.19654,0.099657,0.0727174
693.898,0.999012,0.0130293,6,95,0,-692.267,0.836087,0.799124,1.07365,0.985376,0.84119,1.21171,0.101721,0.0725596
695.687,0.991289,0.0130521,4,31,0,-690.513,0.834747,0.781564,1.07735,0.984816,0.841315,1.20398,0.101948,0.0724122
692.42,0.988212,0.013019,5,31,0,-690.835,0.829439,0.785021,1.07768,0.995658,0.828336,1.20144,0.0999742,0.0723954
691.341,0.995978,0.0129637,7,191,0,-685.608,0.877056,0.842416,1.15626,1.02206,0.895443,1.24729,0.0887441,0.0762799
694.21,1,0.0129645,4,15,0,-690.714,0.879748,0.851098,1.14241,1.028,0.896234,1.25421,0.0905248,0.0763676
694.224,0.998988,0.0129943,7,159,0,-691.938,0.874671,0.845035,1.13177,1.02751,0.889465,1.24134,0.0921601,0.072445
694.108,0.997919,0.0130168,6,63,0,-693.223,0.86644,0.816784,1.1189,1.02151,0.909975,1.25293,0.090475,0.0728884
695.509,0.99979,0.0130315,8,383,0,-692.809,0.892669,0.854509,1.15054,1.04923,0.940351,1.28978,0.0851212,0.0727615
693.762,0.993809,0.0130598,5,31,0,-691.775,0.905089,0.874669,1.17498,1.05514,0.921465,1.28029,0.0836864,0.0728887
691.081,0.998175,0.0130448,8,383,0,-684.623,0.729686,0.634795,0.933848,0.85719,0.678434,1.03214,0.133036,0.0776432
688.224,0.998484,0.0130614,9,511,0,-685.492,0.689403,0.58577,0.887848,0.816558,0.639439,0.975901,0.143732,0.0803941
688.403,0.996462,0.0130803,8,255,0,-685.747,0.687909,0.601669,0.889389,0.814633,0.625419,0.975475,0.142219,0.0764474
686.909,0.999416,0.0130845,5,31,0,-685.009,0.668857,0.595965,0.895089,0.825459,0.661456,1.02325,0.139371,0.0762385
685.827,0.990194,0.01311,6,127,0,-680.384,0.680167,0.577936,0.864136,0.791075,0.600572,0.964347,0.14583,0.0740812
688.679,0.999401,0.0130688,5,31,0,-684.701,0.657178,0.579509,0.870041,0.80241,0.611974,0.977615,0.148543,0.0741642
690.525,0.998416,0.0130943,8,319,0,-684.897,0.795713,0.74288,1.0396,0.962728,0.829355,1.15462,0.111017,0.0775968
691.365,0.998897,0.0131125,5,31,0,-687.032,0.803495,0.737768,1.04132,0.950208,0.821865,1.18118,0.10968,0.0781071
689.147,0.995875,0.0131343,5,31,0,-687.874,0.812453,0.776354,1.05809,0.959298,0.812415,1.14494,0.109667,0.0784662
687.195,0.999586,0.0131342,4,15,0,-684.966,0.814383,0.779579,1.05567,0.951067,0.80725,1.13262,0.108522,0.0785599
688.674,0.999351,0.013161,7,159,0,-682.801,0.799007,0.721388,1.03286,0.953001,0.812704,1.18785,0.109267,0.0755098
693.594,0.997899,0.0131861,4,15,0,-686.885,0.794703,0.731735,1.03971,0.954247,0.812712,1.16797,0.108738,0.0756523
694.546,0.99876,0.0132006,9,767,0,-692.073,0.918024,0.903551,1.19333,1.09029,0.961255,1.31005,0.0771602,0.0723294
694.454,0.995727,0.0132214,5,63,0,-690.415,0.917462,0.884663,1.20305,1.08342,0.972218,1.31807,0.0769249,0.0724871
695.478,0.998486,0.0132202,6,63,0,-691.774,0.927904,0.914192,1.19016,1.08659,0.970603,1.32726,0.0764971,0.0740492
693.671,0.990938,0.013239,7,191,0,-691.698,0.960899,0.931118,1.23788,1.12941,1.01757,1.37286,0.0683353,0.0737731
693.413,0.990743,0.0132028,4,15,0,-690.266,0.953773,0.925398,1.23839,1.12565,1.0166,1.37904,0.0673978,0.0736608
692.607,0.979856,0.0131653,8,511,0,-685.261,0.86059,0.809076,1.09052,1.00862,0.890227,1.23311,0.0965345,0.0789419
693.926,0.999148,0.0130496,8,383,0,-689.55,0.887958,0.840772,1.1564,1.03869,0.906787,1.26513,0.0865971,0.0766461
693.704,0.990108,0.013073,6,63,0,-687.199,0.88671,0.848864,1.1349,1.0472,0.942359,1.26584,0.0859321,0.0764313
691.271,0.98783,0.0130314,5,63,0,-687.667,0.895281,0.870992,1.15763,1.04101,0.89363,1.28133,0.0851986,0.0751343
692.65,0.976982,0.0129737,7,223,0,-682.929,0.897951,0.85914,1.1668,1.05395,0.916587,1.28929,0.0843161,0.0802388
692.679,0.998205,0.0128396,5,63,0,-690.501,0.893804,0.877018,1.16279,1.05287,0.944194,1.27983,0.0830392,0.0810358
692.065,0.995873,0.0128559,5,31,0,-687.055,0.908689,0.868789,1.16845,1.0499,0.927562,1.29611,0.0825194,0.0810483
692.833,0.9989,0.0128557,8,511,0,-688.419,0.844403,0.817723,1.0921,1.01479,0.887767,1.23777,0.0960682,0.0720271
690.808,0.995822,0.0128769,6,95,0,-686.18,0.864161,0.80108,1.12072,1.00005,0.861073,1.21334,0.0971541,0.0704471
692.992,0.994258,0.0128764,5,31,0,-686.977,0.844273,0.813565,1.11262,1.01655,0.875124,1.24134,0.0956214,0.0707509
694.767,0.999921,0.0128648,8,383,0,-689.504,0.797112,0.732695,1.03611,0.94325,0.800049,1.16182,0.110304,0.0721872
692.42,0.990461,0.0128932,8,431,0,-688.573,0.850169,0.834395,1.11684,1.02483,0.875162,1.22396,0.0953509,0.0740619
692.797,0.997154,0.0128548,7,191,0,-689.128,0.892406,0.880985,1.14381,1.03879,0.933522,1.28117,0.0839824,0.0746833
693.115,0.996452,0.0128636,7,159,0,-687.725,0.92048,0.859699,1.18351,1.0771,0.95338,1.29437,0.0802728,0.0736642
694.563,0.991915,0.0128675,5,31,0,-690.321,0.906047,0.88706,1.18275,1.0612,0.965027,1.3081,0.079067,0.0743209
693.887,0.999116,0.0128394,6,79,0,-692.329,0.910743,0.886724,1.16075,1.08109,0.961876,1.29679,0.0810348,0.0739792
692.976,0.996035,0.012862,6,127,0,-690.884,0.906222,0.879543,1.17929,1.04654,0.935033,1.29948,0.0812488,0.0745376
694.753,1,0.0128629,6,127,0,-690.235,0.912222,0.87929,1.1642,1.07118,0.950312,1.28259,0.0816446,0.0732888
694.559,0.990439,0.0128916,5,63,0,-691.632,0.903415,0.878293,1.17827,1.07516,0.94799,1.28815,0.0819694,0.07357
694.043,0.995924,0.0128532,7,255,0,-687.76,0.869972,0.853503,1.15,1.03634,0.904988,1.26778,0.0886849,0.0761555
692.998,0.998938,0.0128532,6,95,0,-690.58,0.894589,0.838189,1.12248,1.03366,0.9182,1.27615,0.0877829,0.074401
693.318,0.99961,0.0128745,7,191,0,-689.674,0.909965,0.858221,1.15151,1.06002,0.936915,1.27818,0.08339,0.069848
693.75,0.999675,0.0129005,6,63,0,-691.379,0.902964,0.862356,1.16372,1.05827,0.928007,1.30166,0.0831287,0.0698866
693.436,0.989846,0.012927,5,31,0,-690.975,0.896489,0.873808,1.15902,1.05328,0.92258,1.28977,0.0828075,0.0699601
693.217,0.999624,0.0128842,8,511,0,-688.568,0.960432,0.952288,1.25942,1.14176,1.04255,1.38084,0.0643405,0.076419
693.273,0.995879,0.0129103,6,127,0,-689.365,0.994939,0.976042,1.26019,1.13977,1.0507,1.39114,0.0613358,0.0772876
691.627,0.996831,0.01291,7,223,0,-688.941,0.977982,0.984834,1.25178,1.1455,1.03084,1.37574,0.0637679,0.0775538
692.18,0.998093,0.0129164,6,127,0,-686.467,0.96918,0.955273,1.24983,1.13027,1.05398,1.39729,0.0632833,0.0795406
692.332,0.994207,0.0129316,8,255,0,-687.993,0.992157,0.970705,1.26073,1.15256,1.05777,1.38443,0.06024,0.0712447
693.657,0.999854,0.0129196,6,95,0,-688.442,0.958088,0.953279,1.24481,1.13215,1.03059,1.38628,0.0662396,0.0720549
692.806,0.997691,0.0129472,8,255,0,-691.685,0.962415,0.95911,1.24943,1.13739,1.02333,1.37,0.0641144,0.0767182
694.999,0.999897,0.0129596,8,271,0,-691.607,0.938238,0.908954,1.20753,1.09414,0.995767,1.32495,0.0749497,0.0727333
692.761,0.995202,0.0129876,4,31,0,-690.029,0.950755,0.901274,1.20065,1.09316,0.976607,1.32757,0.073353,0.0726845
694.4,0.99996,0.0129824,5,63,0,-691.23,0.924451,0.906155,1.20641,1.10391,0.992388,1.33508,0.0736518,0.0724094
693.254,0.993134,0.0130109,8,383,0,-690.678,0.860199,0.828114,1.12755,1.03623,0.905236,1.23621,0.0927844,0.0753019
690.217,0.999434,0.0129911,9,639,0,-684.669,0.722827,0.626236,0.948876,0.871245,0.716755,1.06249,0.129482,0.0718113
693.109,0.993732,0.0130158,8,479,0,-684.562,0.875672,0.845482,1.1323,1.02263,0.914572,1.23552,0.0899345,0.0777404
692.064,0.995764,0.0130002,8,383,0,-687.785,0.80747,0.738683,1.03034,0.948859,0.82918,1.17399,0.10945,0.0739537
692.11,0.999169,0.012999,8,319,0,-686.035,0.824825,0.786154,1.06662,0.970813,0.824489,1.20776,0.103352,0.0705359
692.233,0.999822,0.0130217,5,63,0,-690.062,0.826128,0.78863,1.06459,0.971889,0.824133,1.20631,0.103133,0.0705239
694.232,0.999981,0.0130492,5,31,0,-690.806,0.837222,0.771415,1.06622,0.973611,0.836741,1.18284,0.103224,0.0705033
696.016,0.999628,0.0130777,7,159,0,-692.695,0.825974,0.766889,1.06559,0.968269,0.831465,1.18041,0.104466,0.0740361
695.102,0.994711,0.0131038,5,31,0,-692.571,0.816913,0.769683,1.06001,0.961463,0.844265,1.17848,0.105313,0.073594
695.982,0.997646,0.013095,6,127,0,-691.973,0.8281,0.780733,1.06543,0.977415,0.834594,1.18994,0.103524,0.0745694
693.812,0.997643,0.0131071,8,255,0,-691.442,0.779572,0.709863,1.0124,0.920902,0.781359,1.11829,0.116712,0.0704067
693.565,0.990469,0.0131191,6,63,0,-691.828,0.784345,0.719404,1.01393,0.9271,0.788978,1.12349,0.114158,0.0713268
692.443,0.981099,0.0130802,6,127,0,-689.437,0.770614,0.710668,1.00382,0.922978,0.764415,1.13135,0.118626,0.0724568
694.621,0.995815,0.0129756,7,175,0,-688.98,0.806745,0.753698,1.0617,0.962433,0.813699,1.16111,0.106748,0.0737937
693.733,0.994387,0.0129746,8,447,0,-691.585,0.922595,0.878914,1.17143,1.07171,0.9591,1.29087,0.0791891,0.0742392
690.092,0.985506,0.0129637,8,447,0,-687.286,0.865512,0.805333,1.11937,1.00365,0.888317,1.24867,0.0955602,0.0695065
692.874,0.999914,0.0128907,5,63,0,-687.899,0.862031,0.827358,1.11142,1.00727,0.889216,1.22644,0.0931282,0.06888
692.509,0.998643,0.0129184,7,127,0,-689.053,0.86296,0.822571,1.11859,1.01734,0.89528,1.24582,0.0913325,0.0677255
689.771,0.997413,0.0129372,4,15,0,-687.248,0.854031,0.830434,1.11409,1.0291,0.905279,1.25455,0.0929871,0.0676072
692.35,0.999921,0.0129474,8,479,0,-686.379,0.905776,0.911198,1.17859,1.08935,0.971621,1.32034,0.0768428,0.0750454
692.177,0.997145,0.0129751,6,95,0,-689.061,0.927727,0.86049,1.17091,1.06941,0.953791,1.29082,0.0819309,0.0752057
692.849,0.994642,0.0129834,6,63,0,-688.909,0.902005,0.899765,1.16493,1.05658,0.946997,1.29291,0.0805628,0.0761384
694.575,0.999215,0.0129742,5,31,0,-689.638,0.899397,0.871526,1.16032,1.05707,0.931213,1.28815,0.0820944,0.076368
694.11,0.998226,0.012997,5,31,0,-692.092,0.903425,0.868965,1.18247,1.06152,0.944848,1.28629,0.081234,0.0761493
695.023,0.999483,0.0130128,7,255,0,-691.13,0.904022,0.869148,1.17531,1.06161,0.948407,1.28138,0.0824103,0.0761862
694.018,0.99504,0.0130375,6,63,0,-691.529,0.906995,0.880351,1.14684,1.04897,0.939677,1.29358,0.0830644,0.0752297
694.629,0.996906,0.013031,5,31,0,-691.026,0.901637,0.870791,1.14388,1.04204,0.93044,1.28433,0.0846009,0.0755479
695.407,0.997129,0.0130376,8,319,0,-692.475,0.878297,0.837035,1.12223,1.03899,0.911794,1.26116,0.089551,0.0752855
695.049,0.998205,0.0130458,5,31,0,-693.592,0.871448,0.853237,1.12643,1.03838,0.909501,1.25746,0.0889031,0.075222
692.098,0.992573,0.0130614,7,255,0,-687.528,0.948037,0.891736,1.19597,1.09747,0.96959,1.33501,0.0756654,0.0746285
693.768,0.999256,0.0130376,7,191,0,-688.74,0.923332,0.875184,1.17363,1.07689,0.938614,1.30035,0.0798657,0.0757256
694.009,0.998087,0.0130606,6,63,0,-690.73,0.911919,0.884321,1.16646,1.064,0.979309,1.30074,0.0798872,0.0754756
692.66,0.997548,0.0130755,6,127,0,-689.813,0.917368,0.883794,1.19414,1.07954,0.941391,1.31204,0.0796905,0.0780734
692.959,0.999324,0.0130865,7,191,0,-690.723,0.922222,0.900951,1.17704,1.07717,0.991462,1.30644,0.0769242,0.0762888
690.747,0.999411,0.01311,8,447,0,-687.214,0.822039,0.744574,1.08283,0.971466,0.818097,1.18349,0.103944,0.0712472
693.111,0.997633,0.0131342,5,31,0,-687.69,0.819574,0.753126,1.05417,0.981049,0.814978,1.17788,0.105962,0.0712965
691.559,0.997297,0.0131458,5,31,0,-689.315,0.811344,0.737434,1.05655,0.973851,0.811007,1.18524,0.10613,0.0710837
692.02,0.999614,0.0131551,7,159,0,-687.796,0.840849,0.754224,1.07348,0.979662,0.859414,1.18372,0.102892,0.0762979
689.111,0.996155,0.0131807,5,31,0,-686.275,0.811109,0.790985,1.07691,0.976757,0.800966,1.19831,0.104289,0.0757906
691.726,0.999991,0.0131819,7,255,0,-685.533,0.829571,0.791132,1.09765,0.995082,0.82721,1.2061,0.100491,0.0711881
693.4,0.999658,0.0132102,6,95,0,-689.949,0.814465,0.767169,1.08126,0.985973,0.828729,1.18976,0.103321,0.0726598
692.309,0.99879,0.0132361,7,191,0,-690.182,0.788976,0.724974,1.00784,0.915912,0.779899,1.10893,0.116227,0.0742387
691.655,0.999967,0.013256,6,127,0,-688.502,0.784627,0.707084,1.02138,0.919959,0.788468,1.11259,0.115668,0.0707618
692.541,0.999269,0.0132842,6,63,0,-690.019,0.773573,0.725152,0.998946,0.924896,0.766792,1.13834,0.115782,0.0718098
692.369,0.990918,0.0133074,6,95,0,-689.445,0.781092,0.734884,1.01981,0.942238,0.792178,1.15893,0.111253,0.0734107
691.9,0.99952,0.0132713,6,95,0,-686.402,0.798676,0.746674,1.04703,0.953754,0.830545,1.14194,0.108484,0.0746792
694.312,0.999959,0.0132963,5,31,0,-690.879,0.807575,0.757247,1.039,0.947497,0.802512,1.16734,0.10795,0.0740482
692.195,0.99897,0.0133244,8,319,0,-690.006,0.841062,0.795318,1.11609,0.991352,0.870111,1.22933,0.0977727,0.0716455
693.537,0.999933,0.0133456,6,95,0,-689.411,0.864586,0.824953,1.08971,1.01576,0.880847,1.22811,0.0944311,0.073507
691.416,0.997809,0.0133736,7,191,0,-689.537,0.894062,0.836832,1.10721,1.0292,0.906677,1.24964,0.0902537,0.0750058
694.3,0.997294,0.0133864,5,31,0,-689.722,0.884141,0.845884,1.11639,1.03155,0.896963,1.24939,0.0910625,0.0748779
690.474,0.995852,0.0133956,5,31,0,-687.855,0.875191,0.792728,1.13639,1.02407,0.895524,1.25846,0.0909118,0.0743907
695.903,0.999981,0.0133944,5,31,0,-689.06,0.878658,0.823813,1.12529,1.02411,0.892732,1.24739,0.0915121,0.0736177
694.561,0.992979,0.0134228,7,159,0,-691.403,0.859718,0.81757,1.10746,1.01792,0.87924,1.25046,0.0937423,0.0716244
692.479,0.991837,0.0134011,5,31,0,-690.157,0.878212,0.82334,1.10749,1.00846,0.88066,1.22416,0.0951239,0.0712601
693.864,0.997959,0.0133713,5,63,0,-686.93,0.853752,0.813953,1.10452,1.02279,0.8723,1.2348,0.0939413,0.070867
694.395,0.999933,0.0133852,6,127,0,-690.447,0.864716,0.839758,1.12152,1.03848,0.903235,1.2556,0.0912519,0.0758711
694.052,0.997146,0.0134131,6,127,0,-691.816,0.879508,0.824569,1.13752,1.01627,0.903422,1.25555,0.0916842,0.0739145
693.43,0.981187,0.0134211,7,143,0,-688.102,0.85997,0.816844,1.11263,0.996716,0.875832,1.24304,0.0938568,0.071816
693.21,0.999994,0.0133157,7,191,0,-690.504,0.820821,0.791571,1.05818,0.981586,0.826428,1.17316,0.104285,0.0749889
690.195,0.993321,0.0133439,5,31,0,-687.817,0.808948,0.771676,1.07259,0.943469,0.832548,1.18507,0.104816,0.0755321
692.06,0.999131,0.0133247,5,31,0,-688.534,0.819558,0.75659,1.04984,0.984373,0.825746,1.1633,0.105371,0.07534
694.554,0.998023,0.0133468,5,31,0,-689.418,0.820432,0.753701,1.06326,0.96528,0.840736,1.17587,0.106315,0.0754055
694.936,0.999809,0.013361,5,63,0,-693.204,0.811149,0.756591,1.04766,0.960439,0.829099,1.17919,0.10741,0.0754691
694.744,0.998639,0.0133879,7,223,0,-692.829,0.825684,0.77691,1.07327,0.973398,0.82766,1.17753,0.104845,0.0768978
694.022,0.997144,0.0134065,5,31,0,-692.118,0.821075,0.787988,1.07015,0.978988,0.83763,1.20332,0.103416,0.0768629
693.541,0.996432,0.0134144,8,511,0,-687.213,0.810825,0.745938,1.05467,0.974478,0.824325,1.17557,0.107577,0.075789
693.539,0.999731,0.0134173,5,31,0,-690.724,0.815363,0.737308,1.05429,0.959594,0.801999,1.17571,0.108154,0.0758922
693.851,0.998074,0.0134436,5,31,0,-692.495,0.805899,0.772052,1.04413,0.956844,0.825327,1.15658,0.108298,0.0760466
691.831,0.994821,0.0134582,6,95,0,-689.201,0.821393,0.75479,1.02952,0.960007,0.833805,1.17229,0.107674,0.0755742
694.37,0.997901,0.0134495,5,31,0,-689.667,0.805973,0.758259,1.05396,0.964501,0.810878,1.18013,0.107814,0.0760449
691.785,0.997677,0.0134629,5,31,0,-690.231,0.796107,0.772786,1.06023,0.961626,0.819342,1.15187,0.108264,0.0764665
