# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = peng_model
# start_datetime = 2025-05-15 10:16:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 5000
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/admin/AppData/Local/Temp/Rtmp2PZJw8/standata-69c58b2fbe.json
# init = 2 (Default)
# random
#   seed = 619260806
# output
#   file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/sampling-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/peng-profile-2.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --name=peng_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B.1.1,B.2.1,B.3.1,B.1.2,B.2.2,B.3.2,a,sigma
691.064,0.999071,0.0198213,5,31,0,-687.52,0.95071,0.955847,1.24378,1.10304,1.03598,1.3728,0.0675777,0.0728508
694.763,0.99674,0.0200585,5,31,0,-688.9,0.95777,0.942468,1.24781,1.1232,1.01913,1.36529,0.0672516,0.0732322
695.253,0.999941,0.0202179,5,63,0,-693.938,0.964792,0.953888,1.23744,1.11853,1.01858,1.36804,0.0671743,0.0735953
692.968,0.984322,0.0204846,5,31,0,-691.025,0.952149,0.939406,1.24672,1.10962,1.03243,1.36696,0.0684386,0.0740736
691.572,0.994326,0.0202257,5,31,0,-688.551,0.967361,0.930982,1.23621,1.11165,1.05019,1.35892,0.0670683,0.0739458
691.435,0.998989,0.0203014,5,31,0,-689.489,0.943496,0.94448,1.22015,1.12038,0.980331,1.36,0.0708945,0.0745295
692.861,0.999353,0.0205319,5,31,0,-686.933,0.93079,0.928248,1.22464,1.11331,1.00347,1.3362,0.070941,0.0748441
693.023,0.999996,0.0207751,5,31,0,-691.086,0.929793,0.930533,1.22359,1.11081,1.00638,1.33531,0.0713768,0.0748291
692.783,0.998736,0.0210408,5,31,0,-690.51,0.965661,0.91913,1.21534,1.1046,1.00107,1.36385,0.0698157,0.0747296
693.071,0.999586,0.0212639,6,95,0,-689.117,0.928741,0.933036,1.22313,1.1051,1.00339,1.33337,0.0724065,0.0732784
690.348,0.994755,0.0215167,6,127,0,-685.927,0.912225,0.912897,1.21693,1.09096,1.00484,1.32309,0.0745283,0.0733626
687.308,0.977756,0.0216016,5,31,0,-681.489,0.951184,0.934095,1.18226,1.08574,1.00098,1.31639,0.0735761,0.0733758
690.014,0.999341,0.0211028,5,31,0,-683.659,0.910112,0.881292,1.21029,1.0865,0.972508,1.33978,0.0759029,0.0740563
692.784,0.994879,0.0213413,5,31,0,-683.619,0.922178,0.882253,1.20925,1.08321,0.973552,1.33604,0.0760801,0.0742335
692.138,0.999076,0.0214274,7,159,0,-688.218,0.984271,0.947121,1.24052,1.14495,1.03985,1.37241,0.064178,0.0720151
693.244,0.998457,0.0216564,5,63,0,-690.337,0.984019,0.952653,1.24111,1.14297,1.03497,1.38498,0.0632623,0.0719538
693.047,0.971513,0.0218643,5,63,0,-690.62,0.955715,0.955958,1.25036,1.1189,1.03703,1.37797,0.0669001,0.072852
695.2,0.985053,0.0211536,8,351,0,-688.328,0.814334,0.762611,1.04432,0.951347,0.814436,1.16697,0.107983,0.0754219
691.391,0.982931,0.0209101,6,127,0,-688.565,0.797637,0.784699,1.04377,0.958803,0.819958,1.1645,0.106674,0.0740409
693.097,0.99969,0.0206016,5,31,0,-687.432,0.820404,0.755994,1.04278,0.964375,0.801436,1.15314,0.108628,0.0734399
691.7,0.986113,0.0208377,6,95,0,-688.145,0.798552,0.77108,1.06242,0.954383,0.825706,1.18534,0.107644,0.075061
692.781,0.999942,0.0206331,5,31,0,-690.254,0.829686,0.75857,1.0494,0.971948,0.819982,1.16566,0.105117,0.0762276
692.744,0.999267,0.0208749,6,95,0,-686.666,0.787451,0.733927,1.02267,0.928375,0.778478,1.1461,0.11434,0.0692847
687.655,0.986339,0.0210954,5,31,0,-684.966,0.776408,0.754935,1.02499,0.947537,0.76877,1.14878,0.11196,0.0692969
691.801,0.984028,0.0208948,8,479,0,-681.677,0.89468,0.872143,1.15228,1.02905,0.925049,1.26061,0.0853482,0.0749654
692.919,0.9999,0.0206232,5,31,0,-690.505,0.876586,0.832145,1.13022,1.05303,0.914003,1.2729,0.087403,0.074838
694.217,0.984003,0.0208582,5,63,0,-689.583,0.877582,0.840873,1.14856,1.04823,0.917274,1.28072,0.0876785,0.0744111
694.996,0.999005,0.0205868,6,95,0,-692.194,0.87325,0.851634,1.14627,1.03844,0.91934,1.26797,0.0868132,0.0737548
692.355,0.982985,0.0207906,5,31,0,-689.392,0.887247,0.864506,1.13193,1.03317,0.933503,1.24615,0.0886183,0.0737976
695.826,0.998811,0.0204889,5,31,0,-690.627,0.881218,0.852409,1.14769,1.03617,0.929293,1.26245,0.0873338,0.0735946
694.654,0.993097,0.0206835,5,31,0,-693.31,0.888177,0.837979,1.14783,1.03967,0.928893,1.25277,0.0880392,0.0736821
695.125,0.999714,0.0206986,4,31,0,-693.885,0.892953,0.835516,1.14587,1.03884,0.924069,1.25861,0.0876604,0.0738367
695.563,0.995277,0.0209209,5,31,0,-693.495,0.877764,0.849282,1.14792,1.03461,0.929803,1.26664,0.0873352,0.0738182
690.424,0.987708,0.0210031,5,31,0,-689.242,0.88063,0.811549,1.14719,1.04726,0.926933,1.27749,0.0866555,0.0737852
690.684,0.998289,0.0208464,5,31,0,-687.945,0.879024,0.876069,1.12886,1.02761,0.899209,1.24826,0.0907056,0.0725527
693.302,0.995138,0.0210215,5,31,0,-687.508,0.869006,0.860836,1.12962,1.03586,0.916149,1.26851,0.0874705,0.0731926
691.242,0.979619,0.0210971,5,31,0,-688.155,0.885901,0.832915,1.13904,1.05448,0.906248,1.25551,0.0864888,0.0728907
689.718,0.936991,0.0206886,4,15,0,-682.512,0.883251,0.828592,1.13102,1.06221,0.91121,1.25743,0.0871117,0.0725779
690.445,1,0.0190459,6,95,0,-686.957,0.890259,0.877841,1.15871,1.02207,0.932273,1.27699,0.0868586,0.0747727
695.175,0.997886,0.0192556,4,31,0,-684.764,0.902114,0.8644,1.14768,1.04463,0.929074,1.26713,0.0854526,0.0744884
691.777,0.99659,0.0194053,8,415,0,-687.034,1.02327,0.997058,1.31453,1.1876,1.11336,1.44058,0.051739,0.0722658
690.195,0.992251,0.0195176,5,31,0,-687.787,1.02486,1.00251,1.30916,1.1713,1.12316,1.45168,0.0509896,0.0724834
687.687,0.967692,0.0195048,5,63,0,-682.002,0.996191,1.03456,1.29488,1.1974,1.08686,1.43096,0.0533721,0.0740241
689.101,0.99914,0.0188032,6,127,0,-682.379,1.01078,0.968771,1.28335,1.13846,1.06801,1.41834,0.0589834,0.0748391
691.857,0.993923,0.0189819,4,15,0,-687.141,1.00386,0.971181,1.27195,1.14513,1.06891,1.423,0.0589313,0.0747673
694.304,0.999578,0.0190158,6,95,0,-689.382,0.978659,0.970998,1.24718,1.13017,1.03582,1.39231,0.0638479,0.0735783
693.352,0.994346,0.0192063,5,31,0,-691.696,0.980649,0.954479,1.2616,1.13724,1.06066,1.38153,0.0619724,0.0738773
692.957,0.998782,0.0192507,5,31,0,-690.508,0.971869,0.968432,1.25205,1.15867,1.05309,1.3954,0.0618298,0.073368
686.467,0.960761,0.0194187,5,31,0,-683.105,0.96556,0.986999,1.23225,1.12999,1.06656,1.38875,0.0618368,0.0732549
686.599,0.998192,0.0185424,4,15,0,-682.814,0.972097,0.978646,1.23346,1.12366,1.07243,1.38681,0.0655514,0.0729864
689.659,0.999255,0.0186884,6,127,0,-683.205,0.979418,0.965188,1.23727,1.12678,1.06613,1.38907,0.0618996,0.0777505
689.4,0.998845,0.0188631,5,31,0,-684.705,0.984273,0.934687,1.25755,1.15029,1.04536,1.38479,0.0612148,0.0774799
691.867,0.999323,0.019027,4,15,0,-688.081,0.987478,0.939412,1.25765,1.1444,1.04979,1.3904,0.0633095,0.07734
693.811,0.999843,0.0192041,5,31,0,-690.242,0.969363,0.971581,1.25256,1.13952,1.02897,1.38312,0.0645239,0.0767443
692.465,0.993659,0.0193958,5,63,0,-688.394,0.966566,0.929302,1.23474,1.11269,1.038,1.37712,0.0662567,0.0771855
693.254,0.999378,0.0194169,5,31,0,-689.939,0.95328,0.945806,1.23119,1.12674,1.00107,1.35456,0.0693556,0.0770891
690.324,0.974785,0.0195955,5,31,0,-687.224,0.943343,0.936775,1.23005,1.1239,1.03146,1.38189,0.0691527,0.0761794
692.532,0.999938,0.0190994,5,31,0,-687.29,0.965535,0.960117,1.23817,1.13313,1.00631,1.35943,0.0674519,0.0755284
688.951,0.978331,0.0192895,5,31,0,-686.643,0.96108,0.965611,1.24674,1.13423,1.00983,1.34708,0.0682382,0.0753249
689.815,0.999934,0.0188974,5,31,0,-687.155,0.968609,0.930259,1.23263,1.11821,1.04026,1.39618,0.064646,0.0749867
693.195,0.999702,0.0190841,6,95,0,-687.169,0.947995,0.943577,1.21382,1.09268,0.991035,1.34407,0.071095,0.0751314
694.425,0.999885,0.019265,5,31,0,-691.564,0.949501,0.915653,1.20618,1.10528,1.00339,1.33419,0.0715746,0.075247
690.131,0.98505,0.0194514,5,31,0,-687.713,0.9475,0.908305,1.20729,1.10434,0.988933,1.37244,0.0723441,0.0742961
694.236,0.999978,0.019237,5,31,0,-687.194,0.947369,0.935236,1.21649,1.10028,1.01848,1.34666,0.0719059,0.0743914
693.433,0.996593,0.0194239,5,31,0,-691.46,0.951785,0.913871,1.23233,1.11585,1.01067,1.3674,0.0699491,0.0742617
692.061,0.999662,0.0195197,7,159,0,-689.836,0.933121,0.93188,1.19613,1.08505,0.980778,1.33978,0.0735861,0.0793702
695.013,0.993103,0.0196985,8,255,0,-689.015,0.891092,0.84291,1.15294,1.04952,0.924447,1.28523,0.0850195,0.0754943
693.782,0.997915,0.0196987,5,31,0,-692.195,0.89449,0.87827,1.13597,1.04524,0.928059,1.27402,0.0852661,0.0753323
694.277,0.975131,0.0198294,5,31,0,-689.353,0.890388,0.841571,1.16312,1.04985,0.928521,1.28902,0.0847421,0.0749594
695.351,0.997509,0.0193457,5,63,0,-692.322,0.886779,0.8594,1.14235,1.05111,0.923437,1.2809,0.0852963,0.0755821
693.052,0.998001,0.0194627,6,95,0,-690.985,0.919182,0.869602,1.18178,1.08662,0.977239,1.3251,0.0781352,0.0754605
692.181,0.935084,0.0195926,4,31,0,-685.314,0.924515,0.887765,1.18701,1.07617,0.97757,1.32481,0.0797163,0.0753592
692.74,0.994376,0.0181023,4,15,0,-689.681,0.912129,0.888292,1.19246,1.07415,0.966335,1.32395,0.0761172,0.0751012
692.585,0.999555,0.0181354,5,63,0,-691.029,0.926825,0.890515,1.1863,1.0925,0.971803,1.30919,0.0753772,0.074421
693.448,0.991833,0.0182961,5,31,0,-683.421,0.939771,0.911322,1.2004,1.086,0.998316,1.34238,0.0722369,0.0751273
692.323,0.999216,0.0182654,6,95,0,-691.043,0.917647,0.910704,1.17898,1.06572,0.978831,1.3208,0.0794358,0.0756637
694.038,0.999989,0.0184171,6,127,0,-688.829,0.926667,0.88773,1.1898,1.06671,0.95607,1.31956,0.0778079,0.0717593
693.272,0.999491,0.0185884,5,63,0,-690.702,0.912354,0.893136,1.17655,1.08492,0.979603,1.30439,0.0784504,0.0698466
693.69,0.999422,0.0187477,5,63,0,-691.573,0.923801,0.899118,1.18169,1.08523,0.976466,1.30205,0.0781842,0.0699594
692.973,0.987935,0.0189055,5,31,0,-690.481,0.91301,0.881433,1.19476,1.07872,0.964324,1.32477,0.0778744,0.069308
692.753,0.994854,0.0187729,5,31,0,-690.669,0.924259,0.877435,1.1842,1.08141,0.983479,1.31292,0.0785761,0.0691508
694.305,0.999455,0.0188144,5,31,0,-691.077,0.919555,0.890391,1.17411,1.07287,0.966585,1.30461,0.0801639,0.0693252
693.81,0.99562,0.0189714,5,63,0,-691.646,0.909394,0.877825,1.17868,1.06885,0.939337,1.30388,0.0800993,0.0693057
692.255,0.994815,0.0190315,7,255,0,-690.175,0.940073,0.911166,1.20616,1.09387,0.97991,1.33051,0.075174,0.0673445
693.432,0.999586,0.0190708,8,319,0,-688.613,0.986755,0.990996,1.27919,1.16367,1.07366,1.42002,0.0566156,0.0749008
694.329,0.99978,0.0192307,8,415,0,-691.337,0.929569,0.899188,1.18036,1.08446,0.987579,1.32106,0.0758125,0.0718494
691.198,0.971955,0.0193959,5,63,0,-687.268,0.933775,0.920623,1.18277,1.09714,0.978002,1.31863,0.0737982,0.072638
690.346,0.998856,0.0188574,6,95,0,-685.942,0.947299,0.916774,1.24814,1.10926,1.0093,1.34858,0.0710929,0.0725097
695.214,1,0.0189958,4,15,0,-688.577,0.950393,0.93155,1.22002,1.11004,1.01179,1.34059,0.0707632,0.0728759
693.753,0.993907,0.019163,7,191,0,-689.343,0.915846,0.862825,1.17609,1.06878,0.962106,1.29711,0.0807871,0.0697042
695.2,0.981416,0.0191772,7,255,0,-691.274,0.870206,0.847392,1.12863,1.02666,0.901282,1.2527,0.0915701,0.0721285
694.785,0.998456,0.0188804,5,31,0,-693.567,0.872767,0.841374,1.13216,1.02754,0.892886,1.25933,0.0891317,0.0720009
695.682,0.995486,0.0190066,6,95,0,-692.518,0.875654,0.827512,1.12171,1.0188,0.908963,1.24229,0.0913079,0.0732782
695.393,0.977811,0.0190591,6,127,0,-691.847,0.856046,0.819142,1.10631,1.01055,0.871799,1.22538,0.0942884,0.0742502
695.356,0.997797,0.0186778,6,95,0,-692.251,0.846595,0.793646,1.08593,1.00116,0.873342,1.21387,0.0987625,0.0757305
695.951,0.999639,0.0187854,5,63,0,-694.79,0.849854,0.794727,1.09956,1.00061,0.864003,1.22065,0.0971187,0.075491
695.023,0.998103,0.0189379,7,191,0,-692.188,0.778716,0.728813,1.02139,0.926925,0.781509,1.13619,0.114226,0.0732209
691.789,0.991888,0.0190529,5,31,0,-690.745,0.785873,0.72785,1.0051,0.940725,0.77981,1.1547,0.113861,0.0734579
693.78,0.999452,0.0190152,7,159,0,-689.292,0.81676,0.774962,1.07719,0.97738,0.829302,1.16967,0.103998,0.0750232
693.291,0.999892,0.0191627,5,31,0,-690.704,0.832393,0.748577,1.06686,0.971699,0.84428,1.19551,0.103797,0.0749284
695.8,0.999577,0.0193214,5,31,0,-691.427,0.81631,0.766428,1.06578,0.971907,0.827418,1.17429,0.105597,0.0738702
694.276,0.991479,0.0194725,5,31,0,-691.308,0.819676,0.763582,1.0772,0.971036,0.821505,1.17119,0.105446,0.0739079
694.179,0.99326,0.0194222,8,287,0,-691.155,0.953543,0.921826,1.20627,1.10554,0.986941,1.3416,0.0730269,0.074997
692,0.957884,0.0194158,5,31,0,-689.003,0.925511,0.922135,1.22758,1.10365,1.00052,1.34685,0.0732185,0.0753274
690.629,0.996694,0.0185556,5,31,0,-686.08,0.957166,0.892675,1.19921,1.1032,0.999995,1.34132,0.0740263,0.0744948
689.707,0.999193,0.0186318,5,31,0,-687.271,0.960038,0.888136,1.20393,1.10185,0.997844,1.34342,0.0737935,0.0744218
692.319,0.989854,0.0187671,5,31,0,-682.885,0.943621,0.928871,1.20905,1.08665,0.992862,1.31552,0.0737716,0.0735297
690.411,0.997022,0.0186807,5,31,0,-687.431,0.947637,0.910801,1.21043,1.0925,0.975581,1.36448,0.0714288,0.0735562
690.059,0.999035,0.0187636,5,31,0,-687.855,0.933346,0.912848,1.20289,1.10797,1.01677,1.31622,0.072643,0.0731285
690.524,0.984791,0.0188942,5,63,0,-684.967,0.953501,0.926113,1.21385,1.0879,0.986208,1.36525,0.0714091,0.0717777
693.791,0.996908,0.0186875,5,31,0,-686.598,0.954901,0.919262,1.21275,1.10111,0.988863,1.35439,0.0708733,0.0715685
694.095,0.991637,0.0187665,5,31,0,-689.13,0.945124,0.928247,1.22268,1.11048,1.00921,1.34278,0.07186,0.0703736
694.146,0.952989,0.0187215,7,223,0,-686.755,0.987561,0.972193,1.26234,1.1482,1.0585,1.38983,0.0605924,0.0715088
693.72,0.999098,0.0177963,5,63,0,-691.554,0.974442,0.97642,1.25389,1.13632,1.03843,1.39721,0.063002,0.0708792
690.178,0.987321,0.017921,5,31,0,-688.145,0.95578,0.962317,1.26536,1.14509,1.04669,1.39537,0.0637875,0.0712516
688.828,0.997472,0.0177834,5,31,0,-685.566,0.951863,0.97067,1.26619,1.14523,1.03099,1.38218,0.0633706,0.071216
693.586,1,0.017871,4,15,0,-688.322,0.963184,0.966876,1.25858,1.1376,1.03765,1.37989,0.0642741,0.0710812
692.64,0.989389,0.0180148,8,415,0,-685.042,0.763226,0.707151,0.998517,0.921416,0.752249,1.1007,0.119393,0.07909
692.003,0.995588,0.0179221,5,31,0,-689.227,0.767833,0.707747,0.997592,0.900841,0.761105,1.12201,0.118279,0.0796406
693.548,0.995002,0.0179671,8,319,0,-685.699,0.834832,0.772317,1.07405,0.978477,0.843522,1.17641,0.103189,0.0788933
693.708,0.987915,0.0179987,5,31,0,-691.347,0.828812,0.763797,1.07065,0.980827,0.834034,1.20126,0.103171,0.0787861
692.643,0.999519,0.0178736,8,319,0,-689.341,0.767518,0.696512,1.00244,0.924747,0.742217,1.10846,0.119109,0.0777485
690.928,0.997621,0.0180042,5,31,0,-689.083,0.76912,0.70283,1.01181,0.914437,0.730519,1.12031,0.118865,0.078343
691.09,0.992881,0.018093,5,63,0,-686.793,0.763535,0.701901,1.00855,0.931806,0.746083,1.12319,0.117553,0.079002
690.723,0.999799,0.0180766,5,31,0,-689.471,0.764407,0.707979,1.00889,0.931103,0.74089,1.12344,0.117328,0.0790335
690.099,0.995049,0.0182131,6,127,0,-683.253,0.756746,0.669298,0.982312,0.914854,0.744128,1.12047,0.120352,0.0752663
691.334,0.998547,0.0182441,5,31,0,-687.604,0.762322,0.702104,0.983391,0.890351,0.726352,1.07767,0.122747,0.0754568
692.531,0.99428,0.0183527,5,31,0,-685.104,0.76569,0.721503,0.986172,0.908044,0.743732,1.11286,0.119332,0.0755962
688.542,0.998275,0.0183659,8,255,0,-685.41,0.808666,0.726922,1.04713,0.963334,0.83038,1.16802,0.10817,0.0669829
686.995,0.989897,0.0184681,5,31,0,-684.26,0.800552,0.780166,1.04156,0.943065,0.786236,1.15663,0.110283,0.0678311
685.511,0.995857,0.018383,4,15,0,-684.929,0.798525,0.783579,1.0404,0.944497,0.784704,1.15765,0.110695,0.0678632
691.913,0.999654,0.0184306,5,31,0,-683.756,0.799412,0.759166,1.0418,0.956085,0.809913,1.16923,0.107961,0.0676147
691.083,0.998328,0.0185626,5,63,0,-689.509,0.793372,0.743217,1.04093,0.958556,0.816697,1.16791,0.109153,0.0675841
691.444,0.987889,0.0186651,5,31,0,-688.836,0.809118,0.739484,1.04919,0.953486,0.795533,1.15903,0.108556,0.0675765
690.771,0.995766,0.0185338,5,31,0,-689.304,0.805809,0.732598,1.04973,0.949579,0.807919,1.1706,0.109648,0.0675189
691.265,0.999651,0.0185782,8,255,0,-687.319,0.855607,0.824291,1.10599,1.01409,0.88909,1.23362,0.0938855,0.0836157
690.762,0.997021,0.0187092,5,31,0,-689.396,0.855958,0.810222,1.11487,1.02547,0.879488,1.22634,0.0941791,0.083048
692.343,0.969498,0.0187813,7,127,0,-684.852,0.834907,0.789479,1.09428,1.00055,0.849091,1.19695,0.101816,0.0760912
687.657,0.997073,0.0182446,5,31,0,-683.773,0.848015,0.798451,1.08119,1.01245,0.838061,1.18636,0.0982761,0.0765137
684.659,0.936596,0.0183162,3,7,0,-681.083,0.845653,0.790253,1.07752,1.01109,0.834109,1.18859,0.0974037,0.0765807
689.587,1,0.0171128,4,15,0,-682.508,0.846154,0.791013,1.07957,1.01031,0.838765,1.19303,0.0983507,0.0768053
692.194,0.999949,0.0172411,5,31,0,-688.243,0.833439,0.790678,1.09633,0.98137,0.858074,1.22285,0.0976814,0.0763863
689.268,0.988392,0.0173686,5,31,0,-685.254,0.846145,0.771406,1.08312,0.99095,0.883639,1.22572,0.100444,0.0765587
692.795,0.999596,0.0172591,5,31,0,-683.739,0.82932,0.809712,1.08848,0.99175,0.851038,1.18883,0.100165,0.0773385
693.636,0.99379,0.0173786,6,127,0,-688.749,0.83697,0.768306,1.08585,0.983248,0.855599,1.21239,0.101757,0.0744314
694.594,0.999997,0.0173792,5,31,0,-691.981,0.834661,0.770939,1.08561,0.994321,0.850151,1.20823,0.0997322,0.0744118
692.737,0.992287,0.0175068,5,31,0,-689.177,0.826442,0.777634,1.10246,0.988026,0.849972,1.20274,0.101523,0.0741424
694.003,0.995303,0.0174759,5,47,0,-689.743,0.82223,0.79448,1.09532,0.986437,0.852303,1.20911,0.100326,0.0744895
692.5,0.982018,0.0175067,5,31,0,-687.259,0.820572,0.794831,1.09962,0.98314,0.847554,1.2089,0.09972,0.0745293
692.017,0.99821,0.0172669,5,31,0,-688.89,0.847946,0.771867,1.0674,0.997981,0.865374,1.2003,0.100894,0.0743016
692.344,0.995324,0.0173561,6,127,0,-686.846,0.831807,0.761149,1.08685,0.993283,0.852332,1.18214,0.102302,0.0748114
695.549,0.997862,0.0173866,5,31,0,-689.658,0.82178,0.774442,1.06383,0.96725,0.833714,1.19301,0.10456,0.0738859
692.077,0.991161,0.0174685,8,351,0,-688.744,0.929774,0.928196,1.18762,1.10483,0.991634,1.32239,0.0738318,0.0732428
691.44,0.99995,0.0174141,6,95,0,-686.788,0.949668,0.911169,1.20487,1.12097,1.01639,1.34323,0.0718102,0.0780745
693.326,0.999061,0.0175378,5,31,0,-689.304,0.934304,0.9146,1.22453,1.11022,0.999462,1.3507,0.0712741,0.0783314
692.063,0.996417,0.0176437,8,351,0,-687.788,0.806608,0.754886,1.08024,0.966615,0.836431,1.18359,0.105178,0.0714923
692.67,0.98648,0.0176954,5,31,0,-687.219,0.826027,0.762323,1.04921,0.971032,0.815151,1.16315,0.10534,0.0721423
694.684,1,0.0175447,5,31,0,-691.148,0.820935,0.755108,1.05543,0.973225,0.814496,1.17219,0.106392,0.0720869
694.163,0.997727,0.0176686,5,31,0,-692.374,0.811952,0.765801,1.0559,0.959813,0.843181,1.18185,0.106107,0.071733
693.496,0.998407,0.0177463,5,31,0,-691.056,0.811352,0.778767,1.07711,0.96526,0.823924,1.18552,0.104367,0.0714952
695.936,0.999899,0.0178379,6,95,0,-692.165,0.837495,0.785674,1.07676,0.984276,0.85495,1.20722,0.100367,0.0731817
696.071,0.99972,0.0179602,5,31,0,-694.9,0.834563,0.781335,1.08581,0.986864,0.847798,1.19584,0.101283,0.0736499
695.648,0.997248,0.018079,7,159,0,-694.502,0.858821,0.803042,1.10653,1.00067,0.871141,1.23037,0.0954341,0.0732521
695.365,0.997341,0.0181467,6,127,0,-691.868,0.847004,0.817694,1.10288,1.01209,0.878332,1.21707,0.0961014,0.0751239
692.331,0.975574,0.0182163,4,31,0,-690.014,0.845422,0.802707,1.11405,1.01054,0.880473,1.20118,0.0964702,0.0752328
693.766,0.999583,0.0178379,5,31,0,-690.475,0.846311,0.815152,1.0855,1.00228,0.859503,1.23264,0.0972919,0.0759156
694.985,0.997596,0.0179519,5,31,0,-690.79,0.846661,0.816696,1.09199,0.990051,0.869651,1.21958,0.097371,0.0756901
695.776,0.9961,0.0180254,4,31,0,-692.995,0.851018,0.804992,1.09378,1.00177,0.867641,1.22058,0.098091,0.0756281
695.995,0.999028,0.0180681,7,159,0,-693.992,0.845625,0.799696,1.08567,0.993383,0.865474,1.20797,0.098859,0.0721084
694.53,0.989956,0.0181707,7,255,0,-692.721,0.86502,0.823097,1.11712,1.01205,0.879803,1.2363,0.0943733,0.0691276
695.927,0.989901,0.0180871,6,95,0,-692.387,0.868321,0.821396,1.11508,1.0103,0.891296,1.23713,0.0935463,0.0716544
694.427,0.985704,0.0180028,5,31,0,-692.762,0.851591,0.826628,1.1095,1.01832,0.871846,1.23719,0.0950961,0.0716382
694.282,0.995029,0.0178346,7,191,0,-689.022,0.868734,0.828959,1.11369,1.00845,0.9035,1.2446,0.0932617,0.0704602
693.761,0.999261,0.0178545,8,319,0,-690.378,0.786719,0.721137,1.03608,0.948279,0.782664,1.13838,0.113092,0.0734703
692.072,0.974944,0.0179594,5,31,0,-688.429,0.797935,0.751965,1.01295,0.930802,0.786578,1.15024,0.112144,0.0729578
693.771,0.983753,0.0175786,6,95,0,-688.732,0.810014,0.752925,1.04795,0.948403,0.821104,1.16743,0.106475,0.0745584
695.655,0.999779,0.0173774,6,95,0,-692.624,0.816855,0.75225,1.0584,0.959017,0.824143,1.16845,0.106643,0.074033
693.178,0.992303,0.0174894,4,31,0,-690.541,0.822144,0.750435,1.04301,0.964928,0.83554,1.16122,0.107588,0.0738415
689.917,0.987954,0.0174554,5,31,0,-688.611,0.815134,0.748962,1.04113,0.971692,0.843847,1.15427,0.10594,0.0739711
691.116,0.999657,0.0173372,5,31,0,-686.718,0.812959,0.752591,1.07216,0.949175,0.82972,1.18721,0.104564,0.0733615
694.227,0.996715,0.0174457,5,31,0,-687.359,0.812502,0.754985,1.06963,0.959663,0.830685,1.18696,0.105945,0.0736073
693.816,0.998268,0.017497,6,127,0,-689.924,0.815419,0.760107,1.03983,0.96476,0.815275,1.1529,0.107857,0.0752956
693.598,0.995762,0.0175785,5,63,0,-690.162,0.805748,0.734482,1.04163,0.961333,0.830511,1.1668,0.10811,0.0756224
694.874,0.989322,0.0176111,5,31,0,-690.323,0.80436,0.750486,1.046,0.943679,0.808091,1.14973,0.109417,0.0758058
694.517,0.991409,0.0175182,7,191,0,-691.012,0.828278,0.779211,1.07523,0.966128,0.848664,1.19976,0.103378,0.0739914
695.137,0.954526,0.0174662,4,31,0,-689.153,0.832839,0.779964,1.07324,0.984778,0.846528,1.18355,0.103292,0.0741189
694.562,0.996729,0.0167207,7,159,0,-692.16,0.809857,0.760831,1.04709,0.959129,0.809349,1.15524,0.107384,0.0730766
694.044,0.999761,0.01677,5,63,0,-692,0.793586,0.742783,1.0429,0.955811,0.797283,1.16205,0.108826,0.0725218
690.369,0.997002,0.0168753,5,31,0,-688.047,0.809689,0.76046,1.04508,0.943076,0.773386,1.16397,0.109363,0.0719233
688.321,0.983292,0.0169295,7,223,0,-679.296,0.776018,0.71097,0.985749,0.902853,0.725099,1.1141,0.1216,0.0720337
688.759,0.999832,0.0167304,7,191,0,-680.345,0.819793,0.761116,1.07546,0.989065,0.861127,1.21282,0.101995,0.0821595
692.016,0.999611,0.0168359,5,31,0,-686.968,0.82863,0.787792,1.07819,0.975805,0.84789,1.17686,0.103468,0.0809971
691.623,0.99551,0.0169375,8,383,0,-685.554,0.842625,0.795752,1.10692,1.02475,0.872026,1.21812,0.0957305,0.078035
693.408,0.995261,0.0169633,5,31,0,-689.235,0.851275,0.812208,1.11185,1.01002,0.858763,1.23096,0.096959,0.077751
692.374,0.99077,0.0169843,5,63,0,-688.792,0.854414,0.805651,1.08197,1.01664,0.886263,1.22321,0.0960616,0.0775268
693.977,0.997913,0.0169223,8,351,0,-687.177,0.892389,0.844273,1.1456,1.03184,0.915359,1.26026,0.0884252,0.0791821
